Id,Text,Category
75,"The ministry of housing and urban affairs, the nodal department for Smart City Mission, is set to roll out smart city 2.0 mission in 2020.The central government’s second version of the smart city initiative will be rolled out across the country, said a government official.The ministry of housing and urban affairs is also looking at alternative funding mechanisms such as pool finance, fund of fund approach, bonds, fiscal money, monetisation of unused land and tapping foreign capital.“We will also infuse lots of private participation to infuse capital in the planned and upcoming cities. Also, cities that will improve the fiscal strength will get major portion of the central government grant,” said Kunal Kumar, joint secretary & mission director of Smart Cities Mission. The government is also looking at increasing public private participation in the smart cities through incentives mechanism,” said Kumar.After having rolled out the Smart Cities Mission to 100 cities in a phased manner, the Union government will expand the Smart Cities Mission to all 4,000 cities in the country. The Mission is expected to expand housing for all, build better infrastructure, and develop open spaces among other things. “We will take up learnings from the upcoming smart cities and spread it across the country. Smart Cities are like hardware and there is a huge impetus on data mining,” said Kumar.",industry
76,"Mahindra & Mahindra and Ford Motor Company have signed an agreement to create a Rs 1,925 crore joint venture (JV), with the Indian auto major having a 51 per cent stake in the new entity and the American auto giant owning the remaining 49 per cent.The agreement will see Ford transferring its India operations to the JV, including its personnel and assembly plants in Chennai and Sanand. However, the carmaker will retain the Ford engine plant operations in Sanand as well as the Global Business Services unit, Ford Credit and Ford Smart Mobility.The JV will develop, market and distribute Ford brand vehicles in India and sell the vehicles of both the brands in the high-growth emerging markets around the world. The new entity is expected to be operational by mid-2020, subject to regulatory approvals, and will be managed by Mahindra and its governance will be equally composed of representatives of both the carmakers.Mahindra and Ford had announced a strategic alliance in September 2017. This was followed by a declaration regarding powertrain sharing and connected car solutions in October 2018.According to an official statement, the JV will be responsible for growing the Ford brand in India and exporting its products to Ford entities globally. Ford will continue to own the Ford brand and its branded vehicles will be distributed through the current Ford India dealer network. Mahindra will continue to own the Mahindra brand and operate its independent dealer network in India.The JV expects to launch three new utility vehicles under the Ford brand, with the maiden introduction being a new midsize SUV having a common Mahindra product platform and powertrain. The new entity will also focus on electric vehicles.",industry
77,"Following a push towards electric vehicles (EVs) by the central government, India can become one of the largest EV markets in the world.A new analysis released by the World Economic Forum and Ola Mobility Institute shows there are ten states and union territories building a momentum for electric vehicle usage across manufacturing, infrastructure and services sectors.“With many more states in the process of designing their EV policies, policymakers, businesses, can use this framework to analyse state policies for sustainability and longevity. The role of government is crucial for accelerating adoption. Right now, the uptake of electric vehicles is slow due to the high-upfront cost and range anxiety. But, long-term investment in R&D will create a sustained growth,” said Christoph Wolff, Head of Mobility, World Economic Forum, in a statement.While the approaches vary in these states, the report highlights some emerging trends. For example, Uttar Pradesh is targeting 2 lakh charging stations by 2024. Andhra Pradesh is targeting 100% electrification of buses by 2029. The report lay emphasis on spreading public awareness through EV value chain. These include skilling programmes in Tamil Nadu, fiscal incentives in Maharashtra and non-fiscal incentives like retrofitment services in Telangana.",industry
78,"Three years ago, TAL Manufacturing Solutions Ltd, a unit of Tata Motors Ltd, showcased a robot called BRABO at the “Make in India"" week in Mumbai. Short for “Bravo Robot"", BRABO was touted by the company as the first “Made in India"" industrial robot, and is designed to lift loads of up to 10 kilograms.Mahindra and Mahindra LTd already has a “robotic weld line"" at its factory in Nashik, which now caters to many of its products including the Marazzo and the XUV300. Tata Motors, too, uses robots in its Pune factory, while Godrej and Welspun run their shop floors with the help of an Intelligent Plant Framework, which enables tracking of machinery and productivity on the floor in real time.Maruti Suzuki India Ltd has numerous robots employed at its Manesar and Gurugram car factories, with more than 2,000 robots working at the weld shop in its Manesar facility alone. Manjushree Technopack Ltd’s Bidadi (in Bengaluru) manufacturing plant also has more than a dozen of its packaging machines connected to a network, providing monthly updates on maintenance issues.",industry
79,"After announcing the entry into the education sector last month, digital payment platform Paytm is now all set to tap into the healthcare space to widen its user base. The company now plans to venture into healthcare payment for doctors to accept payments from patients and to purchase supplies for their medical practice.Paytm wants to create a separate category of payments for the doctors as that’s something that most digital payments platforms don’t yet offer, according to a report in Mint. To avoid any complexity, the platform will be bringing the replaceable and usable QR code, which will be displayed at the doctor’s office, just like they have been in kirana stores and other outlets over the past few years.“Now, these doctors also want to use this money digitally. We will launch tools to help them do that. Last week, we launched wholesale debits so they (doctors) can make bulk payments using the same Paytm,” said Paytm founder Vijay Shekhar Sharma.While it has enabled payments to doctors, Paytm could also connect patients to doctors through its platform, but according to Sharma “this model is yet to take off in India.”“Our focus has been clinically high frequency, which includes top-ups, grocery stores, and milk shops such as Mother Dairy. That was the first focus. Then came the large-ticket focus. So, we got into education, which is a large ticket, not high frequency; and now, doctors,” he added.",industry
80,"Bharti Airtel is doubling down on growing its Internet of Things (IoT) business in India and is now specifically targeting the country’s automotive sector to drive growth and partnerships.The telco has started talks with several automakers for potential partnerships and is also exploring alliances with global telecom operators to serve their auto customers in India with IoT solutions, people familiar with the matter told ET.“As part of its connected things play, Airtel has identified the auto sector as a focus area and is building platforms through partnerships for connected cars,” a company source said. “It is already building strong capabilities in the auto space.”This comes at a time when rival Reliance Jio Infocomm is preparing to tap into the IoT market at the pan-India level through its narrow-band IoT network. Jio aims to plug at least a billion connected IoT devices, which it reckons will unlock a Rs 20,000 crore annual revenue opportunity for the company, chairman Mukesh Ambani said at parent Reliance Industries’ annual general meeting on Monday.",iot
81,"Varroc Engineering, a global Tier 1 auto component manufacturer, has agreed to acquire 74% stake in the Pune-based CarIQ Technologies, a leading integrated connected vehicle solution provider to OEMs, fleet owners and insurance companies.CarIQ is one of the few Indian tech start-ups that pioneered technology solutions for connected mobility. CarIQ’s proprietary solution is a seamless combination of hardware, software and IoT platform that enables safer driving, optimizing uptime and personal and commercial mobility. Its data analytics platform helps gather engineering data from a car into useful format for vehicle users, OEMs, fleet owners and Insurance Companies. CarIQ platforms have so far analyzed driving patterns for more than 90 million+ kms spread across 50,000+ drivers.This transaction will complement Varroc’s connected vehicle product offerings such as instrument clusters, telematic devices and other data based analytical products.",iot
82,"Healthcare companies are riding India’s startup boom. One of the country’s fastest growing sectors, India’s healthcare industry is expected to reach $372 billion by 2022, according to the India Brand Equity Foundation (IBEF). The IBEF report says the country has also become “one of the leading destinations for high-end diagnostic services with tremendous capital investment for advanced diagnostic facilities, thus catering to a greater proportion of population”. With the diversified Indian healthcare sector presenting myriad opportunities in every segment, including providers, payers and medical technology, the stage is set for further growth. In this scenario, a large number of medtech startups are working on diagnostic solutions and preventive healthcare.",industry
83,"Traditional Point of Sale (PoS) devices at supermarkets and small retail stores are gradually giving way to smart Android-based PoS devices that can not only process card payments but also make the entire supply chain more efficient with data analytics and potential credit scoring.Tech startups like Pine Labs, Mswipe, Jumbotail and big companies like Reliance Jio have already begun pushing their own branded “smart PoS"" machines with Android operating system (OS), sporting an LCD touch screen, bar code reader, and connectivity features like 4G and Wi-Fi.According to Vicky Bindra, CEO of Pine Labs, smart PoS machines are catching up fast in smaller (tier 1 and tier 2) towns that are starting to migrate to digital payments. “Retailers and merchants from diverse sectors such as electronics, food and beverage, fashion, pharmacy, telecom, and airlines are adopting the new smart PoS machines to improve their efficiencies and enhance consumer’s shopping experience,"" added Bandra.Mswipe’s CEO Manish Patel likened the new PoS devices to smartphones, adding that just like the evolution of feature phones with basic SMS and calls-support to more smarter touchscreen-based devices, the PoS machine too is evolving.“Today a smart PoS device is not just accepting cards, but they can also provide UPI (unified payments interface) pull transactions, QR codes (displayed on screens), NFC (near filed communication) transactions, wallet transactions, or basically, any payment mode that is available in India,"" said Praveen Hari, a fellow at industry body iSPIRT.",industry
84,"India is putting the final shape on a plan to build at least four Tesla-style giga factories to manufacture batteries with an investment of around $4 billion, as the country prepares to switch to electric vehicles to curb pollution and cut its dependence on foreign oil“We are moving ahead with the plan and a cabinet note for the same has been floated,"" said a senior government official, requesting anonymity. “Why should India import battery storage units when we have the largest market here?""Aimed at securing India’s energy needs, the plan to set up these factories of 10 gigawatt hours (GWh) each is being helmed by federal policy think tank NITI Aayog and looks to accomplish what Tesla has done at its Gigafactory in Nevada, US.“The focus on battery storage manufacturing will enable India to develop an electric vehicle ecosystem including manufacturing and R&D, an opportunity the country missed while developing the solar industry,"" said Rupesh Agarwal, founder of AEM, an electric mobility company.As part of the plan, the government may offer a raft of incentives to manufacturers such as concessional financing options with around 3% foreign exchange hedge on overseas loans and a fixed 3% interest subvention on loans availed in Indian rupees. In addition, a reduction in minimum alternative tax (MAT) may be offered.",industry
85,"Indian Space Research Organisation (ISRO) has decided to commercialize the NavIC (Navigation with Indian Constellation), India's very own navigation system that was launched in 2016.ISRO's plans to implement the NavIC in smartphones contribute significantly to the Make in India initiative which was launched in September 2014 with the primary goal of making India a global manufacturing hub by promoting manufacturing of products within the country.India currently makes use of GPS made and owned by America. India is all set to join the GPS global market and compete with players like GLONASS (Russia), BeiDou Navigation Satellite System (China) and Galileo (Europe).A new chip that supports the NavIC needs to be developed in order to put the navigation system to use on smartphones. ISRO is reportedly engaging in discussions with chipmakers like Qualcomm and Broadcom to that end.NavIC has been claimed by ISRO to have greater accuracy as compared to GPS, the reason being that NavIC works on dual-frequency bands (S and L) while Global Positioning System works only on the L band. ISRO NavIC can even boast of giving directions in a visual turn-by-turn manner when used in map applications.",industry
86,"To turn data-driven governance from dream to reality, smart cities have taken a leaf out of the corporate playbook. Each of the 100 smart cities is in the process of appointing a chief data officer (or CDO). The Ministry of Housing and Urban Affairs has asked each municipality to build its own “data cell”, appoint departmental “data champions”, and push for “data alliances” under the Smart Cities Mission’s “Data Maturity Assessment Framework”. All these efforts are aimed at improving governance by understanding data and patterns at the city level.Almost all cities have submitted their self-assessments to the ministry and over Rs 13,000-crore worth of IT and digitisation tenders have been put out so far. When they are up and running, these projects will funnel 2,000 to 6,000 terabytes (TB) of data into the cities’ Integrated Control and Command Centres from CCTV cameras, traffic systems, and water flow sensors, among others.There are hurdles, of course. For one, cities need a data policy without which CDO will find it hard to push through. Moreover, mapping data and using it in governance is uncharted territory for most, including some CDOs. As things stand, lateral entry for the CDO’s position, too, is not allowed.",industry
87,"Bosch has inaugurated its expanded smart factory for mobility solutions in Bidadi (Phase II), which is located around 35km from Bangalore. The plant features latest Industry 4.0 solutions and carbon-neutral technology.“Bosch is taking a further step toward more efficient, more flexible, and sustainable manufacturing in India in order to boost competitiveness and meet rising demand in the local market,” said Dr Volkmar Denner, chairman of the board of management of Robert Bosch GmbH. “The new Bidadi plant will further boost India’s strong role in the Bosch Group’s global network.”The company has invested 31 million euros (Rs 240 crore) in the new facility. The Bidadi plant will accommodate almost 2,500 associates by the end of 2019.The Bidadi plant will act as a local hub for development of Bosch powertrain solutions and manufacture of automotive products such as common rail single-cylinder pumps and high-pressure rails. “It is important for Bosch to leverage our expertise in manufacturing operations and combine it with technology and digitalisation to build lean manufacturing facilities,” said Soumitra Bhattacharya, the managing director and president of the Bosch Group in India.",industry
88,"The government has proposed mapping health data of citizens and building a National Digital Health Mission (NDHM) on the lines of the Aadhaar database, and set up ‘digital health’ as public infrastructure.In a detailed National Digital Health Blueprint, which is open for comments until August 4, the Ministry of Health and Family Welfare (MoHFW) has laid out standards, framework, and data analytics principles for a technology-based infrastructure.Authored under the chairmanship of the ex-Unique Identification Authority of India (UIDAI) chairman J Satyanarayana, the blueprint proposes that the NDHM be a hybrid of the goods and services tax network, UIDAI (the agency that administers Aadhaar), and the National Payments Corporation of India, given that health is a state subject, and to incorporate private sector, including service providers and insurance.The NDHM has proposed to provide the technology platform for collection of core health data from the providers and patients and interoperability of health care data through a unique identifier called the Unique Health Identifier.Other components include The Health Cloud, on the lines of the government community cloud of the Ministry of Electronics and Information Technology, a Health Locker that will serve as a personal health record repository with consent, and health analytics.",industry
89,"Samsung had ceased to make mobile phones in China, the company revealed on Wednesday. The company has been withdrawing from handset manufacturing in the country for a while now as its position in the Chinese market is not strong, whereas business conditions are better elsewhere.Samsung used to run multiple phone manufacturing facilities in China. About a year ago, the company shut down its plant in Tianjin, then it closed its plant in Huizhou in mid-2019. Recently, the world’s No. 1 maker of smartphones ceased production of handsets in another factory in Huizhou. Equipment used at its facilities in China was relocated to plants in other countries, such as India and Vietnam.There are at least three major reasons why Samsung decided to stop making phones in China. First of all, its market share in the country has recently dropped from 15% in mid-2013 to 1% as of today, as the company lost market share to companies like Huawei and Xiaomi (based on data from Counterpoint). Secondly, rising labor costs in China make the country less attractive for large corporations. Thirdly, the ongoing trade war between China and the US poses risks for Samsung as goods produced in China may be subject to tariffs in the United States.",cc
90,"Almost anywhere in the world today you’ll see signs of the spread and growth of competitive online PC and console gaming. The central Asian nation of India has been slightly slower than some of it’s more progressive counterparts to get involved in the craze but is now starting to see the light – or should we say the ‘green’?Computer gaming hardware and Internet connectivity have become more affordable and accessible in India over the past few years, opening up the online gaming industry to a much larger section of the country’s 1.3 billion citizens. This, combined with the growing ease of earning money simply from competing online, and you can see why online gaming is exploding in popularity in the country.However, it’s not just in India – all around the world, smaller countries are starting to join the PC gaming craze. This is largely due to its growing online presence in Youtube videos which often highlight the massive amounts of money that some players win. The social nature of multiplayer online gaming is another big drawing factor that appeals to older and younger players alike. In New Zealand, the Interactive Games & Entertainment Association (IGEA) recently published a “Digital New Zealand 2020” survey, which found the average gamer age is 34 and the average time spent playing per day is 90 minutes.",cc
91,"Taiwanese tech major Asus on September 4 said it expects to clock 60 per cent growth in consumer PC business in India during the second half of the year on the back strong demand for its gaming and thin-and-light notebooks.The company - which competes with the likes of HP, Dell and Lenovo in the Indian market - said it registered a growth of 32% in the first half of the year.""The consumer PC market declined by about 19 per cent (as per industry estimates) but we grew 32 per cent in the first half. We are seeing strong growth in the gaming and thin-and-light categories, and we expect our growth in the second half to be 60 percent,"" Asus India Business Development Manager (PC and Gaming) Arnold Su told PTI.He added that in July-August alone, the company had seen a growth of 85 percent in business compared to the same period last year.""With festive season ahead, we are confident of a strong performance. We are strengthening our product portfolio and our strong presence in both the online and offline channels will contribute to our performance,"" he said.July-October accounts for about 45 percent of the company's sales in the country, he added.The company on September 4 unveiled three new laptops under its VivoBook series, priced Rs 30,990 onwards.",cc
92,"Augmenting the successful direct selling sales model of its small business vertical, Dell in India announced an online go-to-market strategy for its small business (SB) customers. With this move, Dell has amplified its commitment to SBs, a priority segment. Via www.dell.co.in/SmallBiz, small businesses can now buy customized products and solutions for their specific IT needs. Over the last 33 years, Dell has played the role of a trusted partner for small businesses and understands the opportunity for growth in the segment. Leveraging the company’s global legacy in selling directly to this customer base, Dell has emerged as the only original equipment manufacturer (OEM) in India, to do so.For SBs, technology adoption at the right time can become a game-changer. Having served these customers for more than a decade in India, Dell understands the pulse of small businesses and has been solidifying its presence to become the one-stop-shop for technology needs. Through the online direct sales mechanism, customers will enjoy a seamless purchase experience as per their preference. Customers will be able to choose from award-winning products and further customize configurations as per respective IT needs. Moreover, their purchase will be guided by timely technology adoption advisory, offered exclusively by Dell’s ‘Small Business Advisors’; trained and certified to serve customers not just at the time of purchase, but also basis assistance throughout their digital transformation. Dell in India has 180+ Trusted Advisors currently, based at Bangalore and Gurgaon.Commenting on this strategic business development Raj Kumar Rishi, Vice President & Managing Director, Consumer and Small Business at Dell India said, “Earlier this year Dell was recognised as the ‘Most Trusted Brand’ by the TRA[i]. We’ve come a long way, serving our SB customers and are thankful for their trust in us. With the addition of online sales capability, Dell has come another step closer to SBs, making 2019 a milestone year. For SBs, in the post GST world, the journey of digital transformation has become more personalized and Dell is poised to service their technology needs through our advisors, a great product portfolio and a seamless purchase experience. I see this new and refined go-to-market strategy, as a sole differentiator for Dell.”",cc
93,"Lenovo, the world’s largest personal computer maker, said India could become one of its global manufacturing hubs at a time when it is in the cross fire of tariff increases, direct fallout of the US-China trade fight.Last month, US President Donald Trump announced a plan to impose a 10% import tariff on Chinese goods while new duty on certain consumer items from China, such as cellphones and laptops, will be decided by December. “For the time being, the picture is so unstable to decide what to do. But mobile (in India) is one possibility,” said Gianfranco Lanci, chief operating officer at Lenovo.“We are considering India as a big hub to make mobiles that will serve other countries or nearby markets right from Middle East, Africa and parts of Europe.”The company that makes one in every four PCs sold world over has about 37 manufacturing centres globally, including Mexico and India. However, it said higher import duty and lack of vendors and supporting infrastructure in India is still a big challenge to scale up PC manufacturing for its global requirement.Despite being a price sensitive market, the company said it has seen an increasing consumer shift towards premium products such as ultrathin laptops and gaming PCs in India. At a time when the country is seeing people cutting down on discretionary spends especially on large ticket items, Lenovo still expects better growth due to upgrades to business computers and Reliance’s JioFiber launch, which offers low-priced and faster internet service.",cc
94,"Chinese smartphone maker Vivo has announced its plans to increase its Indian investment by committing an additional INR 3500 Cr to expand its manufacturing capacity. It is to be noted that last year, Vivo announced its plans to invest over $573.95 Mn (INR 4,000 Cr) on its India plan, which includes setting up a new manufacturing plant here.Vivo India director, brand strategy, Nipun Marya told PTI that the company has been committed to ‘Make in India’ right from the beginning and have been manufacturing here for some time. He emphasised that the company said its has seen strong growth in its business in India.Vivo’s Marya explained that the scaling up of manufacturing would depend on the growth and demand in the market. “The expansion of our manufacturing capacity will be done in phases. The first phase will be ready next month that will take our current capacity of 25 Mn units annually to 33.4 Mn, and create about 2,700 new job opportunities,” he said.Vivo India had already secured 169 acres close to its existing plant in the Greater Noida area of Uttar Pradesh to set up the second manufacturing facility of India. It has already invested INR 400 Cr in manufacturing in India. “Vivo will contribute not only in the form of economic growth and technology, but also towards skilled labour and jobs for the vast talent pool of the nation. Overall, our aim is to create about 40,000 job opportunities over the next 10 years,” he said.",cc
95,"Indian users are opening up to specialist gaming handsets,which are slowly creating their own space in the smartphone market.Global makers of niche phones — including Black Shark, Nubia and Asus’Republic of Gamers (ROG) — report rising adoption by Indian users, andare bullish about the region as they plan more launches.As mobile versions of popular games like Fortnite, PUBG, Call of Duty andothers attract millions of players, the action is shifting to mobiles fromtraditional PCs and consoles. PUBG Mobile, for instance, has more usersplaying it on mobiles in India compared to other platforms.High performance processors, a great battery life and special coolingsystems are a few features that set gaming smartphones apart from peers. Accordingly, the prices of such models rival (andsometimes exceed) those of premium flagship models like the OnePlus 7 and iPhones.Shenzhen-based Black Shark entered India in March, and gamers could buy the Black Shark 2 device from June. Shipments ofniche gaming handsets have been on the rise since the fourth quarter of 2018, with Black Shark recording brisk sales. “In India,our products have received a very positive response from early buyers, and the Black Shark 2 was the highest-rated gamingsmartphone on the Flipkart platform in the first month of its launch with a rating of 4.7/5,” Black Shark global VP David Li said",cc
96,"After revolutionising the internet adoption in India with Reliance Jio’s free internet data plans, Reliance is now drawing up the plan for a second wave of digital revolution. Speaking at the 42nd Annual General Meeting of Reliance Industries, the group chairman Mukesh Ambani has announced the conglomerate’s foray into the gaming console space, with the launch of a gaming console also known as a digital set-top box. The Jio set-top box is said to be compatible with all game controllers including the virtual ones on smartphones. “The platform has collaborated with multiple game publishers such as Microsoft, Tencent, and Gameloft, to enable onboarding all top games on the platform,” said Isha Ambani.The gaming product will support both online multiplayer or social gaming. Jio set-top box users can play or compete with their friends, with multiplayer chat and video conferencing, just like on Microsoft’s Xbox or Sony PlayStation. Reliance has promised that the platform will provide zero latency gaming experience in 4K resolution, powered by its Jio Fiber broadband connection which is said to have speeds ranging from 100 Mbps to 1 Gbps. Scheduled to launch on September 5, Jio Fiber plans will range between INR 700 to INR 10K per month.The online gaming industry in India is expected to generate a revenue of INR 11,900 Cr by financial year 2023, growing at 22% CAGR, according to a report by consulting major KPMG and industry’s self-regulatory body, Indian Federation of Sports Gaming.The report also noted a hike in number of gamers and game developing companies in India. The number of game developing companies have touched 250 in 2018 as compared to 20 companies in 2010 while the number of gamers has reached 250 Mn from 25 Mn in 2010.",cc
97,"The PC market in India saw shipment of desktop, notebook and workstations grow 49.2 per cent year-on-year to 3.4 million units in the June 2019 quarter, research firm IDC said on Wednesday. The growth was mainly due to commercial segment driven by ELCOT education deal fulfilment under which Tamil Nadu government plans to distribute around 1.5 million laptops to students, it said.Lenovo led the market with 46 per cent share in the June quarter, followed by HP (22 per cent), Dell (14 per cent), Acer (10 per cent), Asus (2 per cent) and others.IDC said the notebook category grew 81 per cent year-on-year contributing over 74 per cent of the overall shipment in the quarter and the growth was again on account of the ELCOT deal.IDC expects PC shipments to decline in the September 2019 quarter over April-June since a major portion of the ELCOT deal has been reported in the second quarter.The commercial market outside ELCOT is also likely to be strong as the government and education projects are expected to materialise, it added.",cc
98,"The Chinese multinational technology major Lenovo has pipped Samsung and iBall to emerge as the market leader in India's tablet segment in Q2 2019 with a market share of around 45 per cent, according to the International Data Corporation’s (IDC) Personal Computing Device Tracker. The company also secured the top spot in the PC segment with a market share of 46.2 per cent, beating HP and Dell. The company believes that it managed to secure the top spot because of its leadership in the ultraslim category, strong growth in the gaming category with its sub-brand- Legion and catering to the enterprise and government demand like the recent ELCOT deal, where Lenovo provided more than a million laptops for students in Tamil Nadu.""At Lenovo, our vision is to provide smarter technology for all with a focus on innovation and customer centricity. Transforming the education space is a big focus area for Lenovo and in both PC and Tablet category, we have worked closely with education institutes and government bodies, which is reflecting in the leadership position. We will continue to play a key role in enabling digitalisation of education, supporting the Government’s Digital India campaign,"" Rahul Agarwal, CEO and MD, Lenovo India said.",cc
99,"Laptops may have become sleeker and lighter over the years, but they are not fully mobile. Unlike iPads that have a built-in LTE, a handful of Windows laptops offer high-speed connectivity on the go.Shailendra Katyal, Executive Director and Head of Consumer PCSD, Lenovo India, says the cost is too high to bring 4G LTE to the mainstream laptop. “The technology is there, some of our competitors are also working on that. So by next year, when 5G comes in, you will have a seamless experience. The cost of technology is still a little high.”At Computex 2019, Lenovo and Qualcomm showcased an always-on PC that’s due in early 2020. It’s the world’s first 5G laptop that runs on Qualcomm’s new 7nm Snapdragon 8cx processor. Katyal said Lenovo has plans to launch an always-on connected laptop in India next year, but he was tightlipped on the model and price.The always-on connected PCs are seen as the new age laptops. Qualcomm along with Microsoft launched Snapdragon-powered Windows laptops (based on ARM architecture) way back in 2016. These laptops behave like smartphones, feature ‘always-on’ 4G connectivity and promise longer battery life.“It’s like a phone being on all the time. The bigger challenge there was if it’s on all the time what happens to the battery… it turns out very quickly so that engineering problem has been solved. The more high powered processor, the more it drains the battery and it requires a lot of cooling which is where it becomes thicker and thicker and less mobile,” he adds.",cc
100,"More consumers are now going online to purchase high-performance gaming PCs in India, according to Flipkart. In fact, demand for gaming PCs, especially laptops, has soared in India due to a growing interest in professional gaming and an increase in the availability of mid-tier products.“The gaming PC category, specifically over the last two years, has grown more than 10x,” Adarsh K. Menon, Vice President and Head – Private Labels, Electronics and Furniture, Flipkart, told indianexpress.com in an interview”.“This is a category or a range of products, where give or take is about 2x the average selling price of a normal PC. So if you just put those two things together, a product with a 2x price of a normal selling PC, which by itself is an expensive product for money to buy, has grown at over 10x in the last two years.”Walmart-owned e-commerce platform Flipkart realised the potential of gaming PCs as a prominent category three years back. Menon recalls the company did a trendspotting exercise and it found that consumer searches on the platform for gaming machines were actually on the rise. The firm then did an internal study based on which it came to the conclusion that India and Flipkart were very “under indexed” in this category. “We obviously saw that there is an opportunity, and since then, we took a few concrete steps, and we are still very much early stages of the journey,” he adds.The demand for gaming PCs is coming from small towns and tier-3 cities such as Barnala and Latur. Consumers in India’s lower-tier cities are young, have money, and access to the internet. For Menon, the time is right to tap in into the potential of this market segment.",cc
101,"Tim Cook has an interesting connection with India. A big believer in the Indian middle class, Cook last visited the country officially in May 2016 and since then, we hear him praising the country from his Cupertino-headquarters in California, often during analysts' call at the end of the company's quarter results.According to industry analysts, Cook is aware of the immense potential in the country -- which has over 450 million smartphone users -- and would fully utilise the aspirational value of the brand as saturation has set in, in the rest of the smartphone economies including China.The number of smartphone users in India is expected to reach 859 million by 2022, growing at a compound annual growth rate (CAGR) of 12.9 per cent, according to an ASSOCHAM-PwC joint study. Internet consumption is rising in the country owing to cheap data plans and for Apple, nothing can be as lucrative a market than India today.The smartphone usage in India is increasing despite the global smartphone shipments again falling 1.2 per cent in the second quarter (Q2) this year - marking the seventh consecutive quarter of decline, according to Counterpoint Research.That day appears not too far when Apple, with its deep pockets, will unleash its energies as its own branded stores arrive and the company starts manufacturing brand new iPhones locally.Apple iPhone shipments fell 11 per cent in its third quarter ending June 29 globally but in India, it grew 19 per cent (YoY), according to Counterpoint Research.",cc
102,"Personal computer (PC) maker Lenovo expects to register a 30-40% growth in its business in India this financial year, a top company official said on Wednesday at the launch of its latest laptops and PCs. “This year, we will grow our business in the range of 30-40% on a year-on-year basis,” Lenovo India Managing Director and Chief Executive Officer Rahul Agarwal said. He was speaking on the sidelines of the launch of artificial intelligence-based ultra-slim PC ‘Yoga S940‘ and other computers.The firm also unveiled new models of IdeaPad tablets, Yoga all-in-one desktops and ultra-slim notebooks in the price range of Rs 23,990 to Rs 1,69,990 a unit.The company’s growth expectation comes mainly on the back of demand for its ultra-slim notebooks and a 1.5 million laptop order it bagged from the Tamil Nadu government.“We will execute the ELCOT (Electronics Corporation of Tamil Nadu Ltd) order in this quarter. It is one of the largest projects globally. Other state governments also purchase laptops every year but they are not as big as Elcot,” Agarwal said.He said that despite weak growth in the laptop industry, Lenovo has been able to register a 10% growth globally and India business grew higher than the global business.",cc
103,"The industry estimates that manufacturing capacity of personal computers in India is under-utilised to the tune of about 80 per cent due to ""cheaper imports and certain disabilities"", Parliament was informed on Wednesday.According to the Manufacturers Association for Information Technology (MAIT), the manufacturing capacity of personal computers in the country is under-utilised to the extent of about 80 per cent on account of cheaper imports and certain disabilities which render domestic personal computer manufacturing uncompetitive on account of lack of level playing field vis-à-vis competing nations, Minister for Electronics and IT Ravi Shankar Prasad said in a written reply in the Lok Sabha.The hurdles include lack of adequate infrastructure, domestic supply chain and logistics, high cost of finance, inadequate components manufacturing base and limited focus on Research and Development by the industry, the minister added.India has implemented zero import duty regime on 217 tariff lines, including personal computers, as a signatory to the Information Technology Agreement of the World Trade Organization (WTO), he said.Prasad, however, pointed out that with various initiatives including Phased Manufacturing Programme (PMP) and more-recently National Policy on Electronics 2019, India has rapidly started attracting investments into this sector and mobile phone manufacturing has emerged as a flagship sector in the electronics manufacturing space.",cc
104,"Mobile subscriptions are continuing to rise in India, though the fixed market is increasingly looking prime for disruption as the number of users falls once again.According to the latest data from the Telecom Regulatory Authority of India (TRAI), mobile subscriptions across the country increased by 0.31% over the three-month period ending in June. Although this might not sound that impressive, 0.31% is the equivalent of 3.65 million subscriptions. The total now stands at 1.165 billion.The impact of Jio should not be underestimated here. This is a company which revolutionised accessibility to connectivity in the country, and momentum is continuing through 2019. At some point the ceiling will be reached, though in many countries around the world, mobile penetration exceeds 100%.With a population of roughly 1.33 billion, smartphone penetration across the country stands at approximately 87%. There are of course factors in play which distinguish India from other markets, though there is certainly still more room for growth in the market.Interestingly enough, while mobile is surging, demand for fixed broadband services is declining. The number of ‘wireline’ subscriptions across the market decreased by 5.47% to 21.17 million. There are roughly 250 million households in India demonstrating the vast room for growth in the country.",telecom
105,"The entry of Reliance Jio into the home broadband segment is unlikely to cause significant disruption, say analysts. This is in contrast to the bloodbath in the telecom sector in FY17 triggered by Jio’s entry.It is also not expected to affect Airtel’s home broadband (which is the largest private stakeholder) business significantly in terms of customer churn. However, Airtel’s home broadband average revenue per user (ARPU) is expected to dip 10-12 per cent to Rs 742, by FY21.Jio’s free TV offer, however, may not be enough to draw consumers, the analysts said, after the official launch of JioFiber.JioFiber is targeting 20 million homes and 16 million enterprises over the next 12 months. Airtel has 2.3 million fixed broadband subscribers and 16 million DTH subscribers.Airtel’s reported ARPU for home broadband in the June quarter was Rs 825 per month. The home broadband segment contributed to around 4 per cent of the company’s Ebitda in FY19.“Airtel’s (home broadband) ARPU is down 27 per cent in the last two years, and we expect another 10 per cent decline over the next 12 months.“But with Airtel upgrading its customers to higher bandwidth offerings, we see low possibility of churn,” wrote Manish Adukia, analyst at Goldman Sachs.",telecom
